The aromatic herbs were still smoking and spirals of bluish vapour blended at the window-sash with the fog that was coming in.,translated
If you don't tell me: if, as heaven made me beautiful, it made me ugly, was it fair that I complained about you because you didn't love me?,machine
Since this is the case and that this gentleman really died, how do you now complain and sigh from time to time as if you were alive? '',machine
Because just now thou smellest stronger than ever and not of ambergris answered Don Quixote.,translated
The last had passed like the others in procrastinating from hour to hour.,translated
So you have no care Master Pierre? resumed the archdeacon gazing intently at Gringoire.,translated
I don't understand thee Sancho said Don Quixote at once; for I know not what 'I am so focile' means.,translated
She beheld a large troop of armed men both horse and foot drawn up on the Grève.,translated
Such were the drolleries of Sancho that all the servants of the house and all who heard him were kept hanging upon his lips.,translated
Every sentence of kindness was a fresh source of happiness to Jane.,native
She seems perfectly happy however and in a prudential light it is certainly a very good match for her.,native
She must not be touched by the buffoons nor by the ignorant vulgar incapable of comprehending or appreciating her hidden treasures.,translated
She would have been a magnificent brunette at the age of sixteen!,translated
Since the morning of the pillory, the neighbors of Notre Dame had noticed that the carillonnous ardor of Quasimodo had greatly cooled.,machine
She was panting breathlessly frightening to see and she had in her eyes a fire that dried her tears.,machine
When they had passed through the door of the cell its pale rays fell upon the priest's countenance.,translated
So far said Don Lorenzo to himself I should not take you to be a madman; but let us go on.,translated
Drops of sweat oozed from her bluish face that seemed as if rigid in the exhalations of a metallic vapour.,translated
To which the doctor replied: Those will not eat the governor as long as I had life.,machine
I swear to you that 'twas Monsieur the Cardinal d'Angers and not I who was guilty of treason.,translated
By and by the tempest spent itself and died without accomplishing its object.,native
It is as often applied to feelings which arise from a half-hour's acquaintance as to a real strong attachment.,native
To confirm all which run Sancho my son and fetch hither the helmet which this good fellow calls a basin.,translated
But if I do not take your likeness now I may never have another opportunity.,native
And what are you talking about husband and wife? said the priest.,machine
I didn't do it friends he sobbed; 'pon my word and honor I never done it.,native
He imagined to himself she had gone on a long journey far away for a long time.,translated
I, Mr. Duke, have never been a thief, nor do I think that I will be in my whole life as God does not leave me.,machine
What a contrast did it offer to his last address in Rosings Park when he put his letter into her hand!,native
As for Gisquette and Liénarde they had deserted him long ago.,translated
The priest offered to do whatever he was told with all punctuality.,machine
The priest looked at her and did not answer; she repeated her question.,machine
And which of the two do you call my little recent piece of modesty?,native
Should I stop the service and make a scene in the church?,native
Find in you more compassion the tears of the poor but no more justice than the information of the rich.,machine
Polite to obsequiousness he always held himself with his back bent in the position of one who bows or who invites.,translated
Each wandered away from time to time but the same dismal fascination always brought them back presently.,native
But it was he who married us remarked the poet timidly.,translated
There were several quarters from which were already heard voices and noisy sounds.,translated
She saw the dagger fall on Phoebus and get up steaming.,machine
Thus dallying with his souvenirs he examined the writing and the style of the letters as varied as their orthography.,translated
And then I shall very soon know your wish from the movement of your lips from your look.,translated
You could not have started a more happy idea since you will not take comfort in mine.,native
It is of the simplest and rarest manner of steps in Paris.,translated
She then spoke of the letter repeating the whole of its contents as far as they concerned George Wickham.,native
She approached the opening and beheld the poor hunchback crouching in an angle of the wall in a sad and resigned attitude.,translated
A moment later she laid her finger on her lips and made a sign to Mahiette to draw near and look.,translated
The basin was refilled and this time he stood over it a little while gathering resolution; took in a big breath and began.,native
The executioner who had not loosed his hold on the young girl began to ascend the ladder once more.,translated
Cardenio and Dorotea thanked him and accepted the mercy offered to them.,machine
He smiled and assured her that whatever she wished him to say should be said.,native
On the right was the one apartment that was both dining and sitting room.,translated
AT half-past nine that night Tom and Sid were sent to bed as usual.,native
The company looked at each other with a perplexed interest--and inquiringly at Huck who was tongue-tied.,native
No, the good duchess did not answer, and I want the duke to see her.,machine
He kissed Sancho's hands at the mercy and, undermining the suitcase of his lingerie, he placed her in the sack of the pantry.,machine
Since she had been there she had neither waked nor slept.,translated
She had with her a goat; a big billy− goat whether black or white I no longer remember.,translated
It really grieves me on my word! to see you depriving yourself all at once of such a big sum as that.,translated
Existence very sweet to take everything said it and very conducive to daydreaming.,machine
And unhappy Ginés replied; because misfortunes always pursue good ingenuity.,machine
The young girl stopped at length breathless and the people applauded her lovingly.,translated
But you forget mamma said Elizabeth that we shall meet him at the assemblies and that Mrs. Long promised to introduce him.,native
They however came towards her and the curate taking her hand went on to say:,translated
 Who is here ? cried the scholar in the gracious tone of a hungry mastiff who is disturbed by his bone.,machine
And Lydia used to want to go to London added Kitty.,native
I should like a few particulars as to this young lady and your relations to her.,native
It was pierced in the brim for a hat-securer but the elastic was missing.,native
His big hairy head sank into his shoulders like that of lions who also have a mane and no neck.,machine
One would say he was a devil mounted on a man.,translated
She's fresh the cookware! he thought.,machine
And it was settled that we should all be there by eleven o'clock.,native
And so Darcy did every thing; made up the match gave the money paid the fellow's debts and got him his commission!,native
Do you not think it would be a proper compliment to the place?,native
It hadn't pulled up before she shot out of the hall door and into it.,native
What do you want this funny? he said with a burst of voice that made the whole room attentive to this strange conference.,machine
She is called the Princess Micomicona said the curate; for as her kingdom is Micomicon it is clear that must be her name.,translated
You are determined to ruin him in the opinion of all his friends and make him the contempt of the world.,native
Why he took and dipped his hand in a rotten stump where the rain-water was.,native
It was not mere curiosity though I have my share of that.,native
No, she replied; and those eyes, which she had just closed for fear, opened them by curiosity.,machine
Sleep Sancho my friend said Don Quixote if the pinprodding and pinches thou hast received and the smacks administered to thee will let thee.,translated
Some little time ago I bought a small place--a very small place--within ten miles of Reading.,native
What do you want Sancho to infer from everything you've said? Don Quixote said.,machine
This does not mean that architecture will not still have a fine monument an isolated masterpiece here and there.,translated
It was a stormy night and they talked under an umbrella by lightning flashes.,translated
Be in your chamber then at that hour and do not take it amiss if your visitor wear a mask.,native
For after all he exclaimed gesticulating I can't exile myself—have a child on my hands.,translated
Both could be saved if I could but silence that foul tongue.,native
One cannot even form an idea of the liberties which the architects then take even toward the Church.,translated
Listen, said the priest, at last, and a singular calm had returned to him.,machine
The little chapel situated opposite the marble table was selected for the scene of the grinning match.,translated
I don't know what science that is, Don Lorenzo replied and so far he hasn't reached my news.,machine
All at once I hear a cry upstairs and something falls on the floor and the window opens.,translated
She knew the latest fashions the addresses of the best tailors the days of the Bois and the Opera.,translated
The slow days drifted on and each left behind it a slightly lightened weight of apprehension.,native
We will not quarrel for the greater share of blame annexed to that evening said Elizabeth.,native
Because she has said that she would send it on the day when the betrothal was publicly proclaimed.,native
Would she have killed herself? said Gervaise, venturing to put her head in the air-vent. Sister! Sister Gudule!,machine
Not yet; but I shall go next year when I am living at Paris to finish reading for the bar.,translated
Well yes! he resumed at last with strange gentleness insult me scoff at me overwhelm me with scorn! but come come.,translated
CHAPTER I. THE DANGER OF CONFIDING ONE'S SECRET TO A GOAT.,translated
Quiteria finally arrived and on her knees he asked her hand for signs and not for words.,machine
A moving hymn was sung and the text followed: I am the Resurrection and the Life.,native
A deadly chill went to Huck's heart--this then was the revenge job!,native
Pierre Gringoire said the archdeacon What have you done with that little gypsy dancer?,translated
He said: Here is a ladder that does not serve! and he took it.,machine
Would Mr. Darcy then consider the rashness of your original intentions as atoned for by your obstinacy in adhering to it?,native
And certain of his discovery he went out repeating to himself in an undertone and with his usual low whistle—,translated
I will take care of rescue workers if you see yourself at work and in everything you will do as expected of your understanding.,machine
He had had a nice good idle time all the while--plenty of company--and the fence had three coats of whitewash on it!,native
In short, his greatness, his wiggle, his blackness and his accompaniment could and could suspend all those who without knowing him looked at him.,machine
Was it I that gave birth to the lady Dulcinea del Toboso that my backside is to pay for the sins of her eyes?,translated
And as to-day I have the happiness of being with you—,translated
If there'd been three he'd be drunk enough and I'd do it.,native
To which Don Quijote replied: The profession of my exercise does not consent or allow me to walk otherwise.,machine
I say that I will not lie in anything, replied Don Quixote.,machine
The conversation languished; Madame Bovary gave it up every few minutes whilst he himself seemed quite embarrassed.,translated
My conscience told me that I deserved no extraordinary politeness and I confess that I did not expect to receive more than my due.,native
Did not Moliere think he was doing so much honor to Raphael and Michelangelo by calling them the Mignards of their age?,machine
Just as I arrived the door was opened and we were shown up together to Holmes' room.,native
Reduced to herself, abandoned by other arts because human thought abandons her, she calls maneuvers for lack of artists.,machine
And she fell back on the bed of dying leather folded in two, letting herself be tied to the buckled strap on her breast.,machine
Yes ma'am that he was indeed; and his son will be just like him--just as affable to the poor.,native
That matters little replied Don Quixote; there may be Haldudos knights; moreover everyone is the son of his works.,translated
It is a little place near the borders of Oxfordshire and within seven miles of Reading.,native
Raised the burlap said Don Quixote de la Mancha: Do not get up and be careful children.,machine
She no longer felt she no longer knew she no longer thought.,machine
They were all admired bystanders and some of them simpler than curious in loud voices began to say: Miracle miracle!,machine
But it is necessary to do a little airtight when one is only prosecutor of the king in court of church with thirty crowns tournaments a year.,machine
She is well and begs to be dutifully remembered to you and your mother.--Yours etc.,native
But in the first place we have already observed that Master Florian did not care to have his deafness noticed.,translated
The whole party proceeded afterwards to the house of Mr. Aloysius Doran at Lancaster Gate where breakfast had been prepared.,native
I have not a doubt of your doing very well together.,native
So he took the liberty of carrying you off as though you were made for beadles!,translated
As a child, it was in Claude Frollo's legs that he used to take refuge when dogs and children barked after him.,machine
His eye plunged with lascivious jealousy under all these pins undone.,machine
What can he mean by being so tiresome as to be always coming here?,native
Tell it as thou wilt replied Don Quixote; and as fate will have it that I cannot help listening to thee go on.,translated
Coictier calmed himself, grumbling half-heartedly: After all, he's crazy!,machine
Not yet however in spite of her disappointment in her husband did Mrs. Bennet give up the point.,native
I am joined with him in the guardianship of Miss Darcy.,native
The music of the ball was still murmuring in her ears.,translated
The captain's face took on a mixed expression of disdain of carelessness and libertine passion.,machine
There is no reason why you put yourself in such an impertinent escape because neither your feet can suffer it nor we consent.,machine
Here lies a miserable frosty body that was a shepherd of cattle lost by heartbreak.,machine
Then he wrote to his mother begging her to come and they had many long consultations together on the subject of Emma.,translated
Are men to be allowed to rob in the middle of this town and rush out and attack people in the very streets?,translated
Charmolue hesitated for a moment with the ambiguous grimace of a poet in search of a rhyme.,translated
Madame Lefrancois just then went to the door to see if the Hirondelle were not coming.,translated
Sherlock Holmes glanced sharply across at me with a slight shrug of his shoulders.,native
Within was a small square room in which the three of us could hardly get at one time.,native
We repeat who does not perceive that in this form it is far more indelible?,translated
He could not by temperament keep away from celebrities so he begged Monsieur Lariviere to do him the signal honour of accepting some breakfast.,translated
His regard for her was quite imaginary; and the possibility of her deserving her mother's reproach prevented his feeling any regret.,native
It is true that he looked more at the cake than the pavement.,machine
Midnight was a bit less when Don Quixote and Sancho left the mountain and entered the Toboso.,machine
Don't you see now what's the matter with that ha'nted room?,native
You are right said Holmes demurely; you do find it very hard to tackle the facts.,native
You must be very lonely he said suddenly here at Rouen.,translated
She cried redoubling her terrible laugh−− What is your king to me?,translated
He made the traitor his tears accredit his words and his sighs his intention.,machine
It was she who gave the coup de grace to my mystery this morning it is she who saves my life tonight.,machine
He is small for his age with a head which is quite disproportionately large.,native
I've got him here he whispered jerking his thumb over his shoulder; he's all right.,native
Is there a Christian who listens to me or a charitable gentleman who hurts a sinner buried in life or an unfortunate ungoverned governor?,machine
Is it possible Don Quixote told him that oh, Sancho! Do you think that is true lackey?,machine
Monseigneur said Gringoire so you absolutely insist on my breaking some one of my limbs?,translated
But I'll have a sovereign on with you just to teach you not to be obstinate.,native
They battled it together for a long time which was more than either the gentleman or lady concerned in it deserved.,native
I am a Pyrrhonian philosopher replied Gringoire and I hold all things in equilibrium.,translated
The dear fellow wanted to see if the missing piece were at the scene of the struggle.,native
There was little difficulty in entering the grounds for unrepaired breaches gaped in the old park wall.,native
The stabbed stabbing back ups and knobs that Corchuelo threw were countless thicker than liver and smaller than hail.,machine
It did not occur to him that he had tried it several times before himself but could never find the hiding-places afterward.,native
Be calm my good man said Sancho and tell me what the cause of this quarrel is; for I am the governor.,translated
But Jane was to go home with her and at Longbourn there would be leisure enough for observation.,native
Our Lady knoweth that we conceal nothing from our good friends the Flemings.,translated
This immense body is empty; it is a skeleton; the spirit has left it we see the place and that's all.,machine
The gypsy gave him several little taps with her pretty hand on his mouth with a childish mirth and grace and gayety.,translated
This affection developed to a singular point; in a soul so new it was like a first love.,translated
Dear madam cried Mrs. Hill in great astonishment don't you know there is an express come for master from Mr. Gardiner?,native
Well Lizzy said Mrs. Bennet one day what is your opinion now of this sad business of Jane's?,native
I am afraid Holmes that you are not very practical with your deductions and your inferences.,native
They looked at him from the corridors all the people of the castle and also the dukes went out to see him.,machine
As if twenty times already she had not sufficiently perceived his mediocrity.,translated
What will it be to hear the music that, while eating, sounds without knowing who sings it or where it sounds?,machine
His letter was soon dispatched; for though dilatory in undertaking business he was quick in its execution.,native
Let the reader picture to himself in bacchanal form Salvator Rosa's battle.,translated
Reed and cloth came down to me and I found another paper and a hundred crowns in gold without any other coin.,translated
Petrified with astonishment the lad slipped on some clothes and waited there in the dark to see what would come of this strange affair.,native
In the meanwhile she wept in torrents in silence in the dark like a rain at night.,translated
You will do quite right said Don Jeronimo; and there are other jousts at Barcelona in which Senor Don Quixote may display his prowess.,translated
My body my blood my soul all are thine; all are for thee.,translated
And turning on his side he returned to his customary silence without speaking another word.,machine
As soon as we lost the sound of their feet we quit chasing and went down and stirred up the constables.,native
She had been his first patient his oldest acquaintance in the place.,translated
Jehan gazed at him with a malicious knowing look and cracked his fingers like castanets.,translated
We first had a feeling of siccity in the pharynx then intolerable pains at the epigastrium super purgation coma.,translated
He knew that a yearning glance fell upon him now and then through a film of tears but he refused recognition of it.,native
He said yes and that night he had given five lashes.,machine
He sat with them above an hour and was in remarkably good spirits.,native
Say nothing or all the blame will fall on your master.,translated
And against the door of the Chatelet there were very beautiful characters!,machine
Phoebus felt the cold hand of the stranger slip into his, a large coin.,machine
And she did not listen for his answer in the haste of her lips that fastened to his mouth.,translated
One would have said that she had turned to stone with the cell ice with the season.,translated
And the two scholars Jehan du Moulin and Robin Poussepain sang at the top of their lungs the ancient refrain−−,translated
That is not what I ask thee said the gentleman but to tell me if thou knowest me.,translated
She raised her eyelids and saw the fleshless arm of the stone gallows extended above her head.,translated
They both lived in Reims along the river rue de Folle Peine.,machine
And she added eagerly: But you who followed me also why did you follow me?,machine
It was a widespread comfortable-looking building two-storied slate-roofed with great yellow blotches of lichen upon the grey walls.,native
The duchess said they must leave them with him; for he knew already what a great friend of his she was.,translated
He approached a group of bourgeois who seemed to him to be discussing his piece.,translated
Poor fly! said the king's attorney in church and he raised his hand to save her.,machine
The old lady is Mrs. Jenkinson who lives with them; the other is Miss de Bourgh.,native
At this moment a dazed fly seeking the sunshine of Mars flung itself through this net and was engulfed in it.,machine
May I die Sancho said Don Quixote when he heard him if any good will come to us tonight!,translated
There is at least a presumption that the vessel in which the man or men are is a sailing-ship.,native
Exterminate Tristan! exterminate! and let not a single one escape except it be for Montfauçon.,translated
It is the hive whither come all imaginations those golden bees with their honey.,translated
Well it is not for me to judge you said Holmes as the old man signed the statement which had been drawn out.,native
He was on the point of turning to the Pont Saint−Michel; children were running about here and there with fire lances and rockets.,translated
La! replied Kitty it looks just like that man that used to be with him before.,native
And so he asked again what denantes wanted to say.,machine
It was not from territorial vanity that the new arrival added of La Huchette to his name but to make himself the better known.,translated
To which Roque replied: Have you ever seen if they are from those who seek us or from those we seek?,machine
For example how did you deduce that this man was intellectual?,native
Whether his name is bramble mage or pope in the Egyptian or Romanesque Hindu masonry, one always feels the priest just the priest.,machine
Don Quijote asked and begged the bachelor to stay to do penance with him.,machine
Yes it is said the graduate; and that is the horse of our Don Quixote.,machine
It was, however, the only communication which remained with him the periodic visit of the jailer.,machine
This is where the drums and the piper entered as the first time.,machine
